geometry,beta,local_mode_index,eigenvalue,variant,dominant_q,q_family,q_contrast,mean_abs_xyz,field_anisotropy,boundary_ratio,score_q,score_iso,score_q_only,score_xyz_only
cubic,1.0,1,1.2671958582611145,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12026341668495173,4.357057162554803e-06,0.9999999999999933,0.8299770403623407,5.239945810604818e-07,4.357057162554774e-06,0.12026341668495173,4.357057162554803e-06
cubic,1.0,1,1.2671958582611145,xz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1202634166849216,4.3570571625574404e-06,0.9999999999999933,0.8299770403623407,5.239945810606677e-07,4.357057162557412e-06,0.1202634166849216,4.3570571625574404e-06
cubic,1.0,1,1.2671958582611145,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1202634166849648,4.357057162557124e-06,0.9999999999999933,0.8299770403623407,5.239945810608178e-07,4.357057162557095e-06,0.1202634166849648,4.357057162557124e-06
cubic,1.0,1,1.2671958582611145,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1202634166848991,4.357057162557473e-06,0.9999999999999933,0.8299770403623407,5.239945810605735e-07,4.357057162557444e-06,0.1202634166848991,4.357057162557473e-06
cubic,1.0,1,1.2671958582611145,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12026675155664976,3.398050005018084e-05,0.9999999999999933,0.8299770403623407,4.086724357305823e-06,3.3980500050180615e-05,0.12026675155664976,3.398050005018084e-05
cubic,1.0,1,1.2671958582611145,base_avg12,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12026663212173563,1.916877860636891e-05,0.9999999999999933,0.8299770403623407,2.305364444875166e-06,1.916877860636878e-05,0.12026663212173563,1.916877860636891e-05
cubic,1.0,2,2.7898459811235456,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14453435847282603,1.5122861301575527e-05,0.20951800030686252,1.3177852180037946,2.185773056496746e-06,3.1685116588241406e-06,0.14453435847282603,1.5122861301575527e-05
cubic,1.0,2,2.7898459811235456,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1489607491154292,1.59690196699136e-05,0.20951800030686252,1.3177852180037946,2.3787571326693537e-06,3.345797068101251e-06,0.1489607491154292,1.59690196699136e-05
cubic,1.0,2,2.7898459811235456,y+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14190567672728047,1.4414377867797547e-05,0.20951800030686252,1.3177852180037946,2.045482045932545e-06,3.0200716265284387e-06,0.14190567672728047,1.4414377867797547e-05
cubic,1.0,2,2.7898459811235456,z+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14226116874134048,1.4459871104644964e-05,0.20951800030686252,1.3177852180037946,2.0570781631959304e-06,3.029603278540196e-06,0.14226116874134048,1.4459871104644964e-05
cubic,1.0,2,2.7898459811235456,xy+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14226116874135342,1.4459871104646456e-05,0.20951800030686252,1.3177852180037946,2.05707816319633e-06,3.0296032785405087e-06,0.14226116874135342,1.4459871104646456e-05
cubic,1.0,2,2.7898459811235456,xz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14190567672733861,1.4414377867797364e-05,0.20951800030686252,1.3177852180037946,2.045482045933357e-06,3.0200716265284006e-06,0.14190567672733861,1.4414377867797364e-05
cubic,1.0,2,2.7898459811235456,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14896074911542673,1.596901966991528e-05,0.20951800030686252,1.3177852180037946,2.3787571326695646e-06,3.345797068101603e-06,0.14896074911542673,1.596901966991528e-05
cubic,1.0,2,2.7898459811235456,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.1445343584728367,1.5122861301576102e-05,0.20951800030686252,1.3177852180037946,2.18577305649699e-06,3.168511658824261e-06,0.1445343584728367,1.5122861301576102e-05
cubic,1.0,2,2.7898459811235456,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14453487997710504,0.00011432023452200128,0.20951800030686252,1.3177852180037946,1.6523261375591954e-05,2.395214693166126e-05,0.14453487997710504,0.00011432023452200128
cubic,1.0,2,2.7898459811235456,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.14453486028577425,6.47215479117884e-05,0.20951800030686252,1.3177852180037946,9.354519884909381e-06,1.3560329295242699e-05,0.14453486028577425,6.47215479117884e-05
cubic,1.0,3,2.7898459811235643,base_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13345002231909772,1.4193241235173785e-05,0.21771905436828146,1.317785218003852,1.8940883596142797e-06,3.0901390601429356e-06,0.13345002231909772,1.4193241235173785e-05
cubic,1.0,3,2.7898459811235643,x+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13282199788195004,1.404849890344243e-05,0.21771905436828146,1.317785218003852,1.865949691597608e-06,3.058625896551325e-06,0.13282199788195004,1.404849890344243e-05
cubic,1.0,3,2.7898459811235643,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13611284431713153,1.4880280611676373e-05,0.21771905436828146,1.317785218003852,2.025397318292337e-06,3.239720623508853e-06,0.13611284431713153,1.4880280611676373e-05
cubic,1.0,3,2.7898459811235643,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13975562901863003,1.5456098795302572e-05,0.21771905436828146,1.317785218003852,2.160076809311601e-06,3.3650872139360102e-06,0.13975562901863003,1.5456098795302572e-05
cubic,1.0,3,2.7898459811235643,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13975562901872265,1.545609879529517e-05,0.21771905436828146,1.317785218003852,2.1600768093119977e-06,3.3650872139343983e-06,0.13975562901872265,1.545609879529517e-05
cubic,1.0,3,2.7898459811235643,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13611284431699922,1.4880280611675564e-05,0.21771905436828146,1.317785218003852,2.0253973182902578e-06,3.2397206235086764e-06,0.13611284431699922,1.4880280611675564e-05
cubic,1.0,3,2.7898459811235643,yz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13282199788214177,1.4048498903451908e-05,0.21771905436828146,1.317785218003852,1.8659496916015604e-06,3.0586258965533884e-06,0.13282199788214177,1.4048498903451908e-05
cubic,1.0,3,2.7898459811235643,xyz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.13345002231913836,1.419324123515609e-05,0.21771905436828146,1.317785218003852,1.894088359612495e-06,3.090139060139083e-06,0.13345002231913836,1.419324123515609e-05
cubic,1.0,3,2.7898459811235643,base_r2,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1334505072800361,0.0001072928352825621,0.21771905436828146,1.317785218003852,1.4318283295971267e-05,2.3359694638211204e-05,0.1334505072800361,0.0001072928352825621
cubic,1.0,3,2.7898459811235643,base_avg12,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.1334504889685425,6.074303825886794e-05,0.21771905436828146,1.317785218003852,8.106188157080811e-06,1.322491684917707e-05,0.1334504889685425,6.074303825886794e-05
cubic,1.0,4,2.789845981123598,base_r1,Y1+Z2,"2-axis:(1, 2)",0.10804152383819156,1.3181429240489406e-05,0.29370907377720185,1.3177852180037959,1.4241417015077715e-06,3.871505373283869e-06,0.10804152383819156,1.3181429240489406e-05
cubic,1.0,4,2.789845981123598,x+_r1,Y1+Z2,"2-axis:(1, 2)",0.11492309173600276,1.2477247970665087e-05,0.29370907377720185,1.3177852180037959,1.4339239131455982e-06,3.664680944752514e-06,0.11492309173600276,1.2477247970665087e-05
cubic,1.0,4,2.789845981123598,y+_r1,Y1+Z2,"2-axis:(1, 2)",0.10799663039835795,1.3173917657899671e-05,0.29370907377720185,1.3177852180037959,1.4227387161985922e-06,3.869299153318837e-06,0.10799663039835795,1.3173917657899671e-05
cubic,1.0,4,2.789845981123598,z+_r1,Y1+Z2,"2-axis:(1, 2)",0.11496199443783439,1.247860396797369e-05,0.29370907377720185,1.3177852180037959,1.4345651999581294e-06,3.665079213466068e-06,0.11496199443783439,1.247860396797369e-05
cubic,1.0,4,2.789845981123598,xy+_r1,Y1+Z2,"2-axis:(1, 2)",0.11496199443788163,1.2478603967972587e-05,0.29370907377720185,1.3177852180037959,1.4345651999585921e-06,3.665079213465744e-06,0.11496199443788163,1.2478603967972587e-05
cubic,1.0,4,2.789845981123598,xz+_r1,Y1+Z2,"2-axis:(1, 2)",0.10799663039828564,1.317391765789952e-05,0.29370907377720185,1.3177852180037959,1.4227387161976234e-06,3.869299153318792e-06,0.10799663039828564,1.317391765789952e-05
cubic,1.0,4,2.789845981123598,yz+_r1,Y1+Z2,"2-axis:(1, 2)",0.11492309173597963,1.2477247970661338e-05,0.29370907377720185,1.3177852180037959,1.4339239131448786e-06,3.664680944751413e-06,0.11492309173597963,1.2477247970661338e-05
cubic,1.0,4,2.789845981123598,xyz+_r1,Y1+Z2,"2-axis:(1, 2)",0.1080415238381205,1.3181429240487131e-05,0.29370907377720185,1.3177852180037959,1.424141701506589e-06,3.8715053732832e-06,0.1080415238381205,1.3181429240487131e-05
cubic,1.0,4,2.789845981123598,base_r2,Y1+Z2,"2-axis:(1, 2)",0.1080419112719642,9.964411178926576e-05,0.29370907377720185,1.3177852180037959,1.0765740284709534e-05,2.9266379780977206e-05,0.1080419112719642,9.964411178926576e-05
cubic,1.0,4,2.789845981123598,base_avg12,Y1+Z2,"2-axis:(1, 2)",0.10804189664296822,5.641277051487759e-05,0.29370907377720185,1.3177852180037959,6.0949427213118895e-06,1.656894257713054e-05,0.10804189664296822,5.641277051487759e-05
cubic,1.0,5,4.312496103986049,base_r1,Y1+Z1,"2-axis:(1, 1)",0.10082822395051234,3.566271602384582e-05,0.2489292676363417,1.8055933956451726,3.595808317935851e-06,8.877493781738767e-06,0.10082822395051234,3.566271602384582e-05
cubic,1.0,5,4.312496103986049,x+_r1,Y1+Z1,"2-axis:(1, 1)",0.09646963181473477,3.820448075496874e-05,0.2489292676363417,1.8055933956451726,3.6855721921049544e-06,9.51021341476108e-06,0.09646963181473477,3.820448075496874e-05
cubic,1.0,5,4.312496103986049,y+_r1,Z1,"1-axis:(1,)",0.09680996362110854,3.4759015547171186e-05,0.2489292676363417,1.8055933956451726,3.3650190306271887e-06,8.652536283917538e-06,0.09680996362110854,3.4759015547171186e-05
cubic,1.0,5,4.312496103986049,z+_r1,Y1+Z1,"2-axis:(1, 1)",0.09224348213581522,3.5186460579343956e-05,0.2489292676363417,1.8055933956451726,3.2457216478732808e-06,8.758939862731099e-06,0.09224348213581522,3.5186460579343956e-05
cubic,1.0,5,4.312496103986049,xy+_r1,Y1+Z1,"2-axis:(1, 1)",0.09224348214169181,3.5186460581486475e-05,0.2489292676363417,1.8055933956451726,3.2457216482776907e-06,8.758939863264435e-06,0.09224348214169181,3.5186460581486475e-05
cubic,1.0,5,4.312496103986049,xz+_r1,Z1,"1-axis:(1,)",0.0968099636136836,3.475901554887117e-05,0.2489292676363417,1.8055933956451726,3.3650190305336805e-06,8.652536284340714e-06,0.0968099636136836,3.475901554887117e-05
cubic,1.0,5,4.312496103986049,yz+_r1,Y1+Z1,"2-axis:(1, 1)",0.09646963181465879,3.820448075409249e-05,0.2489292676363417,1.8055933956451726,3.68557219201752e-06,9.510213414542956e-06,0.09646963181465879,3.820448075409249e-05
cubic,1.0,5,4.312496103986049,xyz+_r1,Y1+Z1,"2-axis:(1, 1)",0.10082822395096673,3.566271602181292e-05,0.2489292676363417,1.8055933956451726,3.595808317747082e-06,8.87749378123272e-06,0.10082822395096673,3.566271602181292e-05
cubic,1.0,5,4.312496103986049,base_r2,Y1+Z1,"2-axis:(1, 1)",0.10082827154198916,0.00026131009197169876,0.2489292676363417,1.8055933956451726,2.6347444909984603e-05,6.504772982050007e-05,0.10082827154198916,0.00026131009197169876
cubic,1.0,5,4.312496103986049,base_avg12,Y1+Z1,"2-axis:(1, 1)",0.10082826964802975,0.0001484864039977723,0.2489292676363417,1.8055933956451726,1.4971627181353669e-05,3.696261180111942e-05,0.10082826964802975,0.0001484864039977723
cubic,1.0,6,4.312496103986067,base_r1,Y1,"1-axis:(1,)",0.11005502670158289,3.417179950126853e-05,0.2643754474193002,1.80559339564525,3.760778306553245e-06,9.034184782270487e-06,0.11005502670158289,3.417179950126853e-05
cubic,1.0,6,4.312496103986067,x+_r1,Y1,"1-axis:(1,)",0.11625559188154941,3.374750491369638e-05,0.2643754474193002,1.80559339564525,3.92333615826727e-06,8.92201171084351e-06,0.11625559188154941,3.374750491369638e-05
cubic,1.0,6,4.312496103986067,y+_r1,Y1,"1-axis:(1,)",0.10980689892740289,3.420427441969504e-05,0.2643754474193002,1.80559339564525,3.755865304088606e-06,9.042770353359402e-06,0.10980689892740289,3.420427441969504e-05
cubic,1.0,6,4.312496103986067,z+_r1,Y1,"1-axis:(1,)",0.10474333663954492,3.6340262342587684e-05,0.2643754474193002,1.80559339564525,3.806400332119039e-06,9.607473116156366e-06,0.10474333663954492,3.6340262342587684e-05
cubic,1.0,6,4.312496103986067,xy+_r1,Y1,"1-axis:(1,)",0.1047433366396183,3.6340262342685364e-05,0.2643754474193002,1.80559339564525,3.806400332131937e-06,9.607473116182189e-06,0.1047433366396183,3.6340262342685364e-05
cubic,1.0,6,4.312496103986067,xz+_r1,Y1,"1-axis:(1,)",0.10980689892724707,3.4204274419615564e-05,0.2643754474193002,1.80559339564525,3.755865304074549e-06,9.042770353338388e-06,0.10980689892724707,3.4204274419615564e-05
cubic,1.0,6,4.312496103986067,yz+_r1,Y1,"1-axis:(1,)",0.11625559188145763,3.3747504913624624e-05,0.2643754474193002,1.80559339564525,3.9233361582558305e-06,8.922011710824542e-06,0.11625559188145763,3.3747504913624624e-05
cubic,1.0,6,4.312496103986067,xyz+_r1,Y1,"1-axis:(1,)",0.11005502670201078,3.417179950126033e-05,0.2643754474193002,1.80559339564525,3.7607783065669644e-06,9.034184782268319e-06,0.11005502670201078,3.417179950126033e-05
cubic,1.0,6,4.312496103986067,base_r2,Y1,"1-axis:(1,)",0.11005507866496343,0.00025038575482694774,0.2643754474193002,1.80559339564525,2.755622394406598e-05,6.619584595979351e-05,0.11005507866496343,0.00025038575482694774
cubic,1.0,6,4.312496103986067,base_avg12,Y1,"1-axis:(1,)",0.11005507659684248,0.00014227877716410813,0.2643754474193002,1.80559339564525,1.5658501718901e-05,3.7615015371031994e-05,0.11005507659684248,0.00014227877716410813
cubic,1.0,7,4.312496103986729,base_r1,X1+Z1,"2-axis:(1, 1)",0.11399470733827946,3.4258210462013265e-05,0.23497321608584723,1.8055933927136858,3.905254675550386e-06,8.049761889605074e-06,0.11399470733827946,3.4258210462013265e-05
cubic,1.0,7,4.312496103986729,x+_r1,X1,"1-axis:(1,)",0.1103381278979307,3.2133489073769634e-05,0.23497321608584723,1.8055933927136858,3.5455490272283523e-06,7.5505092717230835e-06,0.1103381278979307,3.2133489073769634e-05
cubic,1.0,7,4.312496103986729,y+_r1,X1+Z1,"2-axis:(1, 1)",0.1124022478998803,3.426258408628107e-05,0.23497321608584723,1.8055933927136858,3.851191470156659e-06,8.050789574165233e-06,0.1124022478998803,3.426258408628107e-05
cubic,1.0,7,4.312496103986729,z+_r1,X1,"1-axis:(1,)",0.11266649238488013,3.2117096031486424e-05,0.23497321608584723,1.8055933927136858,3.6185205554559293e-06,7.546657345856366e-06,0.11266649238488013,3.2117096031486424e-05
cubic,1.0,7,4.312496103986729,xy+_r1,X1,"1-axis:(1,)",0.11266656544446582,3.2117114637061804e-05,0.23497321608584723,1.8055933927136858,3.618524998143935e-06,7.546661717668251e-06,0.11266656544446582,3.2117114637061804e-05
cubic,1.0,7,4.312496103986729,xz+_r1,X1+Z1,"2-axis:(1, 1)",0.11240216213849182,3.426261886365596e-05,0.23497321608584723,1.8055933927136858,3.851192440802005e-06,8.050797745916857e-06,0.11240216213849182,3.426261886365596e-05
cubic,1.0,7,4.312496103986729,yz+_r1,X1,"1-axis:(1,)",0.11033815031825797,3.213347785498293e-05,0.23497321608584723,1.8055933927136858,3.5455485098115205e-06,7.550506635608691e-06,0.11033815031825797,3.213347785498293e-05
cubic,1.0,7,4.312496103986729,xyz+_r1,X1+Z1,"2-axis:(1, 1)",0.11399467309662016,3.425820294744399e-05,0.23497321608584723,1.8055933927136858,3.905252645871547e-06,8.049760123882564e-06,0.11399467309662016,3.425820294744399e-05
cubic,1.0,7,4.312496103986729,base_r2,X1+Z1,"2-axis:(1, 1)",0.11399486353217075,0.0002510190178632282,0.23497321608584723,1.8055933927136858,2.8614878685298233e-05,5.898274592603347e-05,0.11399486353217075,0.0002510190178632282
cubic,1.0,7,4.312496103986729,base_avg12,X1+Z1,"2-axis:(1, 1)",0.11399484907896804,0.00014263861416262074,0.23497321608584723,1.8055933927136858,1.6260067294301103e-05,3.351625390781927e-05,0.11399484907896804,0.00014263861416262074
cubic,1.0,8,5.806688711161008,base_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.228121801343781,7.5824478610193525e-06,0.7564492298499127,1.618863166238368,1.7297216646510337e-06,5.735736844845207e-06,0.228121801343781,7.5824478610193525e-06
cubic,1.0,8,5.806688711161008,x+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.2281218013438664,7.582447861021524e-06,0.7564492298499127,1.618863166238368,1.7297216646521768e-06,5.73573684484685e-06,0.2281218013438664,7.582447861021524e-06
cubic,1.0,8,5.806688711161008,y+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.22812180134392016,7.582447861022714e-06,0.7564492298499127,1.618863166238368,1.7297216646528559e-06,5.73573684484775e-06,0.22812180134392016,7.582447861022714e-06
cubic,1.0,8,5.806688711161008,z+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.22812180134385013,7.582447861021601e-06,0.7564492298499127,1.618863166238368,1.7297216646520711e-06,5.735736844846908e-06,0.22812180134385013,7.582447861021601e-06
cubic,1.0,8,5.806688711161008,xy+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.22812180134378993,7.5824478610186105e-06,0.7564492298499127,1.618863166238368,1.7297216646509323e-06,5.735736844844645e-06,0.22812180134378993,7.5824478610186105e-06
cubic,1.0,8,5.806688711161008,xz+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.22812180134378002,7.5824478610221e-06,0.7564492298499127,1.618863166238368,1.7297216646516533e-06,5.735736844847286e-06,0.22812180134378002,7.5824478610221e-06
cubic,1.0,8,5.806688711161008,yz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.2281218013437723,7.582447861020131e-06,0.7564492298499127,1.618863166238368,1.7297216646511455e-06,5.735736844845796e-06,0.2281218013437723,7.582447861020131e-06
cubic,1.0,8,5.806688711161008,xyz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.22812180134394072,7.5824478610223425e-06,0.7564492298499127,1.618863166238368,1.729721664652927e-06,5.7357368448474686e-06,0.22812180134394072,7.5824478610223425e-06
cubic,1.0,8,5.806688711161008,base_r2,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.22812428167365034,5.372056508181087e-05,0.7564492298499127,1.618863166238368,1.2254965320390688e-05,4.063688008323795e-05,0.22812428167365034,5.372056508181087e-05
cubic,1.0,8,5.806688711161008,base_avg12,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.2281241772218131,3.065150647141511e-05,0.7564492298499127,1.618863166238368,6.992349694400652e-06,2.3186308464041573e-05,0.2281241772218131,3.065150647141511e-05
cubic,1.0,9,5.80668871116101,base_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.1266710077749868,3.1048076705680055e-05,0.6149916712247631,1.6188631662383695,3.932891165783584e-06,1.9094308581540814e-05,0.1266710077749868,3.1048076705680055e-05
cubic,1.0,9,5.80668871116101,x+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12667100777498386,3.1048076705681356e-05,0.6149916712247631,1.6188631662383695,3.932891165783658e-06,1.9094308581541613e-05,0.12667100777498386,3.1048076705681356e-05
cubic,1.0,9,5.80668871116101,y+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12667100777498821,3.10480767056807e-05,0.6149916712247631,1.6188631662383695,3.9328911657837106e-06,1.909430858154121e-05,0.12667100777498821,3.10480767056807e-05
cubic,1.0,9,5.80668871116101,z+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.126671007774973,3.104807670568015e-05,0.6149916712247631,1.6188631662383695,3.9328911657831685e-06,1.909430858154087e-05,0.126671007774973,3.104807670568015e-05
cubic,1.0,9,5.80668871116101,xy+_r1,X1+Y1+Z2,"3-axis:(1, 1, 2)",0.12667100777498963,3.10480767056794e-05,0.6149916712247631,1.6188631662383695,3.9328911657835894e-06,1.9094308581540407e-05,0.12667100777498963,3.10480767056794e-05
cubic,1.0,9,5.80668871116101,xz+_r1,X1+Y2+Z1,"3-axis:(1, 1, 2)",0.12667100777496118,3.104807670568115e-05,0.6149916712247631,1.6188631662383695,3.932891165782929e-06,1.9094308581541488e-05,0.12667100777496118,3.104807670568115e-05
cubic,1.0,9,5.80668871116101,yz+_r1,X1+Y2+Z2,"3-axis:(1, 2, 2)",0.12667100777498136,3.104807670567863e-05,0.6149916712247631,1.6188631662383695,3.932891165783235e-06,1.9094308581539936e-05,0.12667100777498136,3.104807670567863e-05
cubic,1.0,9,5.80668871116101,xyz+_r1,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12667100777499538,3.10480767056806e-05,0.6149916712247631,1.6188631662383695,3.93289116578392e-06,1.9094308581541146e-05,0.12667100777499538,3.10480767056806e-05
cubic,1.0,9,5.80668871116101,base_r2,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12667108767846466,0.00021997120928547405,0.6149916712247631,1.6188631662383695,2.7863992338138183e-05,0.0001352804616198058,0.12667108767846466,0.00021997120928547405
cubic,1.0,9,5.80668871116101,base_avg12,X1+Y1+Z1,"3-axis:(1, 1, 1)",0.12667108431359642,0.00012550964299557705,0.6149916712247631,1.6188631662383695,1.5898442570062127e-05,7.71873851006733e-05,0.12667108431359642,0.00012550964299557705
cubic,1.0,10,5.835146226848589,base_r1,Y1,"1-axis:(1,)",0.08101503670650692,5.9990325044728194e-05,0.9999999999999979,2.293401573286693,4.860118385533936e-06,5.9990325044728065e-05,0.08101503670650692,5.9990325044728194e-05
cubic,1.0,10,5.835146226848589,x+_r1,Y1,"1-axis:(1,)",0.08101503670650534,5.999032504472765e-05,0.9999999999999979,2.293401573286693,4.860118385533797e-06,5.999032504472752e-05,0.08101503670650534,5.999032504472765e-05
cubic,1.0,10,5.835146226848589,y+_r1,Y1,"1-axis:(1,)",0.08101503670650892,5.9990325044726635e-05,0.9999999999999979,2.293401573286693,4.860118385533929e-06,5.9990325044726506e-05,0.08101503670650892,5.9990325044726635e-05
cubic,1.0,10,5.835146226848589,z+_r1,Y1,"1-axis:(1,)",0.08101503670650707,5.9990325044729495e-05,0.9999999999999979,2.293401573286693,4.86011838553405e-06,5.9990325044729366e-05,0.08101503670650707,5.9990325044729495e-05
